row_id,order_id,order_date,days to ship,ship_date,order_status,category_id,category_dsc,sub_category_id,sub_category_dsc,item_number,item_dsc,item_brand,order_quantity,sales,unit_price,product_margin,customer_id,customer_first_name,customer_last_name,email_newsletter,city,state
23352,17332,12/3/2015,1,12/4/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,421,Norma,Avila,Yes,Jersey City,New Jersey
7828,2881,12/21/2013,0,12/21/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,422,Vanessa,Sherman,Yes,Joliet,Illinois
10817,5870,5/6/2014,1,5/7/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,423,Camille,Todd,No,Kansas City,Missouri
7167,7167,12/3/2014,1,12/4/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,423,Camille,Todd,No,Kansas City,Missouri
23019,16996,12/23/2015,0,12/23/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,423,Camille,Todd,No,Kansas City,Missouri
21256,8204,6/12/2012,10,6/22/2012,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,425,Francisca,Blake,No,Kent,Washington
30956,17557,12/14/2015,1,12/15/2015,complete,1,Accessories,3,Baskets,5,Sunlight Handlebar Basket,Sunlight,3,$75.00,$25.00,0.48,425,Francisca,Blake,No,Kent,Washington
5061,5061,5/9/2014,3,5/12/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,427,Iida,Wolf,Yes,Knoxville,Tennessee
16004,6191,12/26/2014,1,12/27/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,427,Iida,Wolf,Yes,Knoxville,Tennessee
19699,6646,12/1/2014,1,12/2/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,3,$107.97,$35.99,0.32,429,Laura,Juarez,Yes,Lakeland,Florida
21286,14341,4/1/2015,0,4/1/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,430,Helga,Gill,Yes,Lakewood,Colorado
2789,2789,12/7/2013,0,12/7/2013,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,431,Rin,Farmer,Yes,Lancaster,California
13104,1585,12/21/2013,2,12/23/2013,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,3,$45.00,$15.00,0.21,431,Rin,Farmer,Yes,Lancaster,California
2183,2183,8/9/2013,0,8/9/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,432,Georgia,Hines,No,Lansing,Michigan
13745,2226,5/31/2013,0,5/31/2013,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,3,$45.00,$15.00,0.21,432,Georgia,Hines,No,Lansing,Michigan
3593,3593,5/11/2014,0,5/11/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,433,Michela,Gallagher,Yes,Laredo,Texas
6756,6756,12/13/2014,1,12/14/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,434,Grace,Duran,No,Las Cruces,New Mexico
7115,7115,12/23/2014,0,12/23/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,434,Grace,Duran,No,Las Cruces,New Mexico
25121,15917,5/16/2015,0,5/16/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,434,Grace,Duran,No,Las Cruces,New Mexico
14086,2567,12/5/2013,0,12/5/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,434,Grace,Duran,No,Las Cruces,New Mexico
30858,17424,12/19/2015,0,12/19/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,434,Grace,Duran,No,Las Cruces,New Mexico
1279,1279,6/19/2013,0,6/19/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,435,Zofia,Hubbard,Yes,Las Vegas,Nevada
9799,4852,5/23/2014,1,5/24/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,436,Filipa,Cannon,No,Lewisville,Texas
29530,15660,5/17/2015,1,5/18/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,3,$40.50,$13.50,0.45,436,Filipa,Cannon,No,Lewisville,Texas
12745,402,5/24/2012,2,5/26/2012,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,438,Nahia,Wang,Yes,Lincoln,Nebraska
15280,5467,8/7/2014,2,8/9/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,440,Elin,Tate,No,Long Beach,California
8637,3690,5/24/2014,0,5/24/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,441,Vanessa,Mack,Yes,Los Angeles,California
29246,15278,5/30/2015,2,6/1/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,444,Noah,Townsend,Yes,Lubbock,Texas
1877,1877,7/25/2013,2,7/27/2013,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,446,Brianne,Ingram,No,Madison,Wisconsin
13258,1739,5/9/2013,2,5/11/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,446,Brianne,Ingram,No,Madison,Wisconsin
25502,16338,12/6/2015,3,12/9/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,447,Maria,Barton,Yes,Manchester,New Hampshire
15213,5400,3/29/2014,2,3/31/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,3,$45.00,$15.00,0.21,447,Maria,Barton,Yes,Manchester,New Hampshire
21313,8261,6/17/2012,0,6/17/2012,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,449,Emma,Ayala,No,McKinney,Texas
3790,3790,3/24/2014,1,3/25/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,454,Emma,Frank,No,Miami Gardens,Florida
27335,15667,3/26/2015,2,3/28/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,454,Emma,Frank,No,Miami Gardens,Florida
21266,8214,6/18/2012,1,6/19/2012,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,455,Marie,Waters,Yes,Midland,Texas
30062,16386,12/1/2015,1,12/2/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,455,Marie,Waters,Yes,Midland,Texas
1036,1036,4/4/2013,1,4/5/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,455,Marie,Waters,Yes,Midland,Texas
833,833,3/17/2013,0,3/17/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,459,Maria,Chan,Yes,Mobile,Alabama
8082,3135,1/28/2014,2,1/30/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,459,Maria,Chan,Yes,Mobile,Alabama
8501,3554,5/5/2014,0,5/5/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,459,Maria,Chan,Yes,Mobile,Alabama
28382,16966,12/31/2015,1,1/1/2016,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,460,Maricel,Deleon,Yes,Modesto,California
30372,16769,12/25/2015,1,12/26/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,461,Anna,Norman,No,Montgomery,Alabama
979,979,5/31/2013,0,5/31/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,463,Lucía,Casey,Yes,Murfreesboro,Tennessee
12852,509,12/6/2012,2,12/8/2012,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,465,Paula,Logan,Yes,Naperville,Illinois
18456,5403,8/3/2014,0,8/3/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,465,Paula,Logan,Yes,Naperville,Illinois
27263,15577,5/10/2015,0,5/10/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,466,Emma,Bowers,No,Nashville,Tennessee
28244,16794,12/31/2015,2,1/2/2016,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,466,Emma,Bowers,No,Nashville,Tennessee
11776,6829,12/18/2014,1,12/19/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,466,Emma,Bowers,No,Nashville,Tennessee
24723,15364,5/10/2015,2,5/12/2015,complete,1,Accessories,3,Baskets,5,Sunlight Handlebar Basket,Sunlight,1,$25.00,$25.00,0.48,467,Lea,Mueller,Yes,New Haven,Connecticut
17128,7315,12/22/2014,0,12/22/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,467,Lea,Mueller,Yes,New Haven,Connecticut
24450,14887,5/13/2015,1,5/14/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,469,Anna,Floyd,No,New York,New York
13532,2013,12/23/2013,1,12/24/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,469,Anna,Floyd,No,New York,New York
445,445,12/13/2012,0,12/13/2012,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,472,Catalina,Cobb,No,Norfolk,Virginia
30932,17523,12/30/2015,2,1/1/2016,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,472,Catalina,Cobb,No,Norfolk,Virginia
14516,2997,5/23/2013,2,5/25/2013,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,3,$45.00,$15.00,0.21,472,Catalina,Cobb,No,Norfolk,Virginia
19908,6855,12/30/2014,1,12/31/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,473,Eliška,French,No,Norman,Oklahoma
22811,16786,12/17/2015,1,12/18/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,473,Eliška,French,No,Norman,Oklahoma
30397,16801,12/10/2015,0,12/10/2015,complete,1,Accessories,3,Baskets,5,Sunlight Handlebar Basket,Sunlight,1,$25.00,$25.00,0.48,473,Eliška,French,No,Norman,Oklahoma
1332,1332,5/26/2013,0,5/26/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,473,Eliška,French,No,Norman,Oklahoma
13277,1758,5/2/2013,0,5/2/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,473,Eliška,French,No,Norman,Oklahoma
13458,1939,5/17/2013,0,5/17/2013,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,473,Eliška,French,No,Norman,Oklahoma
448,448,12/14/2012,0,12/14/2012,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,474,Ella,Kramer,No,North Charleston,South Carolina
2382,2382,5/8/2013,1,5/9/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,474,Ella,Kramer,No,North Charleston,South Carolina
16908,7095,12/20/2014,2,12/22/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,474,Ella,Kramer,No,North Charleston,South Carolina
15512,5699,5/24/2014,1,5/25/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,478,Aoi,Gibbs,No,Oceanside,California
664,664,12/8/2012,0,12/8/2012,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,479,Sophie,Moody,Yes,Odessa,Texas
27218,15517,6/19/2015,1,6/20/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,481,Michelle,Sparks,Yes,Olathe,Kansas
13701,2182,5/4/2013,0,5/4/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,482,Maria,Mcguire,Yes,Omaha,Nebraska
11385,6438,12/24/2014,1,12/25/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,483,Joana,Leon,Yes,Ontario,California
11687,6740,12/5/2014,0,12/5/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,484,María,Bauer,Yes,Orange,California
9834,4887,5/13/2014,2,5/15/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,485,Irati,Norton,Yes,Orlando,Florida
29756,15970,5/25/2015,7,6/1/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,486,Maria,Pope,Yes,Overland Park,Kansas
595,595,12/2/2012,3,12/5/2012,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,486,Maria,Pope,Yes,Overland Park,Kansas
16721,6908,12/18/2014,2,12/20/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,486,Maria,Pope,Yes,Overland Park,Kansas
2691,2691,3/28/2013,0,3/28/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,488,Anna,Hogan,No,Palm Bay,Florida
29446,15547,5/13/2015,0,5/13/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,488,Anna,Hogan,No,Palm Bay,Florida
14117,2598,5/12/2013,0,5/12/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,489,Marta,Robles,Yes,Palmdale,California
3880,3880,5/5/2014,0,5/5/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,489,Marta,Robles,Yes,Palmdale,California
5949,5949,5/26/2014,0,5/26/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,490,Julia,Salinas,Yes,Pasadena,Texas
21973,15815,5/5/2015,0,5/5/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,492,Laura,Lindsey,Yes,Paterson,New Jersey
11146,6199,12/27/2014,0,12/27/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,493,Valentina,Lloyd,Yes,Pearland,Texas
17867,4814,4/9/2014,1,4/10/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,3,$40.50,$13.50,0.45,493,Valentina,Lloyd,Yes,Pearland,Texas
3540,3540,5/14/2014,5,5/19/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,494,Adéla,Marsh,No,Pembroke Pines,Florida
29085,15043,5/31/2015,0,5/31/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,494,Adéla,Marsh,No,Pembroke Pines,Florida
26861,15045,5/20/2015,2,5/22/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,3,$40.50,$13.50,0.45,494,Adéla,Marsh,No,Pembroke Pines,Florida
30390,16791,12/12/2015,2,12/14/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,495,Siiri,Mcbride,Yes,Peoria,Arizona
30437,16858,12/5/2015,1,12/6/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,498,Katrín,Pham,Yes,Phoenix,Arizona
25891,16753,12/3/2015,2,12/5/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,499,Nanami,Lang,Yes,Pittsburgh,Pennsylvania
14411,2892,5/12/2013,2,5/14/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,501,Amy,Lara,No,Pomona,California
8027,3080,1/29/2014,1,1/30/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,501,Amy,Lara,No,Pomona,California
19099,6046,5/23/2014,0,5/23/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,501,Amy,Lara,No,Pomona,California
6383,6383,12/28/2014,1,12/29/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,501,Amy,Lara,No,Pomona,California
26501,17414,12/29/2015,1,12/30/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,501,Amy,Lara,No,Pomona,California
2743,2743,5/22/2013,0,5/22/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,502,Jennifer,Brock,Yes,Pompano Beach,Florida
1957,1957,5/22/2013,0,5/22/2013,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,503,Katarzyna,Ballard,Yes,Miami,Florida
2972,2972,3/27/2013,0,3/27/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,503,Katarzyna,Ballard,Yes,Miami,Florida
29465,15569,4/2/2015,0,4/2/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,503,Katarzyna,Ballard,Yes,Miami,Florida
23810,13308,3/20/2015,1,3/21/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,503,Katarzyna,Ballard,Yes,Miami,Florida
30898,17481,12/28/2015,0,12/28/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,504,Ana,Trujillo,No,Portland,Oregon
3157,3157,1/21/2014,1,1/22/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,505,Paula,Shaffer,Yes,Providence,Rhode Island
16258,6445,12/22/2014,1,12/23/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,505,Paula,Shaffer,Yes,Providence,Rhode Island
30729,17255,12/29/2015,0,12/29/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,3,$40.50,$13.50,0.45,505,Paula,Shaffer,Yes,Providence,Rhode Island
16467,6654,12/1/2014,5,12/6/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,3,$40.50,$13.50,0.45,506,Leire,Drake,Yes,Provo,Utah
27036,15276,8/3/2015,1,8/4/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,507,Carla,Roman,No,Pueblo,Colorado
11104,6157,12/3/2014,0,12/3/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,508,Agnes,Aguirre,No,Raleigh,North Carolina
19038,5985,4/18/2014,0,4/18/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,509,Laura,Morton,Yes,Rancho Cucamonga,California
25506,16342,12/30/2015,1,12/31/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,509,Laura,Morton,Yes,Rancho Cucamonga,California
30707,17232,12/10/2015,0,12/10/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,3,$45.00,$15.00,0.21,509,Laura,Morton,Yes,Rancho Cucamonga,California
30935,17527,12/16/2015,0,12/16/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,3,$45.00,$15.00,0.21,511,Laura,Lamb,Yes,Rialto,California
2736,2736,5/5/2013,2,5/7/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,512,Julie,Pacheco,Yes,Richardson,Texas
13252,1733,8/30/2013,1,8/31/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,3,$107.97,$35.99,0.32,512,Julie,Pacheco,Yes,Richardson,Texas
24512,15008,5/18/2015,1,5/19/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,513,Sofie,Patrick,Yes,Richmond,California
21246,8194,6/16/2012,2,6/18/2012,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,514,Javiera,Cochran,Yes,Richmond,Virginia
28531,17150,12/1/2015,1,12/2/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,515,Natálie,Shepherd,Yes,Riverside,California
8138,3191,2/6/2014,2,2/8/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,515,Natálie,Shepherd,Yes,Riverside,California
6130,6130,12/10/2014,1,12/11/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,516,Aino,Cain,No,Rochester,New York
16220,6407,12/5/2014,0,12/5/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,516,Aino,Cain,No,Rochester,New York
27,27,3/11/2012,1,3/12/2012,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,517,Clara,Burnett,No,Rochester,Minnesota
4416,4416,5/6/2014,0,5/6/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,518,Anna,Hess,No,Rockford,Illinois
24728,15373,4/2/2015,0,4/2/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,518,Anna,Hess,No,Rockford,Illinois
24008,13775,3/7/2015,2,3/9/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,519,Guðrún,Li,No,Roseville,California
30553,17016,12/6/2015,1,12/7/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,519,Guðrún,Li,No,Roseville,California
21569,14979,5/15/2015,0,5/15/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,520,Miu,Cervantes,Yes,Austin,Texas
28855,17539,12/12/2015,11,12/23/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,520,Miu,Cervantes,Yes,Austin,Texas
26922,15125,3/30/2015,0,3/30/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,520,Miu,Cervantes,Yes,Austin,Texas
689,689,12/13/2012,0,12/13/2012,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,522,Gulia,Briggs,No,Saint Paul,Minnesota
29069,15018,5/18/2015,0,5/18/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,522,Gulia,Briggs,No,Saint Paul,Minnesota
1211,1211,3/16/2013,0,3/16/2013,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,524,Malgorzata,Cabrera,Yes,Salinas,California
20824,13260,2/20/2015,0,2/20/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,525,Catarina,Velasquez,No,Salt Lake City,Utah
26457,17367,12/13/2015,2,12/15/2015,complete,1,Accessories,3,Baskets,5,Sunlight Handlebar Basket,Sunlight,2,$50.00,$25.00,0.48,525,Catarina,Velasquez,No,Salt Lake City,Utah
11889,6942,12/1/2014,2,12/3/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,526,Laura,Montoya,Yes,San Antonio,Texas
28974,14888,3/10/2015,1,3/11/2015,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,527,Izaro,Roth,Yes,San Bernardino,California
6783,6783,12/4/2014,1,12/5/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,528,Laura,Meyers,Yes,San Diego,California
1726,1726,12/14/2013,0,12/14/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,529,Julia,Cardenas,Yes,San Francisco,California
21260,8208,6/7/2012,0,6/7/2012,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,530,Leonie,Fuentes,Yes,San Jose,California
23283,17263,12/3/2015,0,12/3/2015,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,531,Alicia,Weiss,No,San Mateo,California
291,291,5/6/2012,0,5/6/2012,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,532,Lena,Hoover,Yes,Sandy Springs,Georgia
7473,7473,12/24/2014,0,12/24/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,1,$8.99,$8.99,0.37,532,Lena,Hoover,Yes,Sandy Springs,Georgia
7847,2900,4/28/2013,0,4/28/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,532,Lena,Hoover,Yes,Sandy Springs,Georgia
4749,4749,5/21/2014,11,6/1/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,533,Sarah,Wilkins,Yes,Santa Ana,California
13698,2179,12/28/2013,1,12/29/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,534,Freja,Nicholson,No,Santa Clara,California
21572,14986,6/2/2015,0,6/2/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,534,Freja,Nicholson,No,Santa Clara,California
13538,2019,12/3/2013,3,12/6/2013,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,3,$45.00,$15.00,0.21,536,Anna,Short,No,Santa Maria,California
